Sucursal,Cajero,ID_Transaccion,Transaccion,Tiempo_Servicio_seg,Satisfaccion,Monto
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,6308
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,4833
85,472,2,Cobro/Pago (Cta externa),37,Bueno,2133
85,472,2,Cobro/Pago (Cta externa),37,Bueno,5879
85,472,2,Cobro/Pago (Cta externa),37,Bueno,2438
85,472,2,Cobro/Pago (Cta externa),37,Regular,1796
85,472,2,Cobro/Pago (Cta externa),37,Bueno,4011
85,472,2,Cobro/Pago (Cta externa),37,Regular,248
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,3655
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,1032
85,472,2,Cobro/Pago (Cta externa),37,Regular,1648
85,472,2,Cobro/Pago (Cta externa),37,Regular,5273
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,4813
85,472,2,Cobro/Pago (Cta externa),37,Bueno,370
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,5556
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,178
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,5065
85,472,2,Cobro/Pago (Cta externa),37,Bueno,2999
85,472,2,Cobro/Pago (Cta externa),37,Regular,50
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,4110
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,3652
85,472,2,Cobro/Pago (Cta externa),37,Regular,295
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,2939
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,3016
85,472,2,Cobro/Pago (Cta externa),37,Regular,5307
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,4147
85,472,2,Cobro/Pago (Cta externa),37,Bueno,6106
85,472,2,Cobro/Pago (Cta externa),37,Regular,6464
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,1061
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,5979
85,472,2,Cobro/Pago (Cta externa),37,Bueno,5673
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,2367
85,472,2,Cobro/Pago (Cta externa),37,Regular,5603
85,472,2,Cobro/Pago (Cta externa),37,Regular,2232
85,472,2,Cobro/Pago (Cta externa),37,Muy Bueno,3084
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,1188
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,2523
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,2627
85,472,2,Cobro/Pago (Cta externa),38,Bueno,5691
85,472,2,Cobro/Pago (Cta externa),38,Bueno,6981
85,472,2,Cobro/Pago (Cta externa),38,Regular,630
85,472,2,Cobro/Pago (Cta externa),38,Bueno,3493
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,4593
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,2732
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,4193
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,3273
85,472,2,Cobro/Pago (Cta externa),38,Bueno,3388
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,4797
85,472,2,Cobro/Pago (Cta externa),38,Bueno,1790
85,472,2,Cobro/Pago (Cta externa),38,Bueno,1419
85,472,2,Cobro/Pago (Cta externa),38,Bueno,4533
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,984
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,1779
85,472,2,Cobro/Pago (Cta externa),38,Bueno,4135
85,472,2,Cobro/Pago (Cta externa),38,Bueno,6211
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,1181
85,472,2,Cobro/Pago (Cta externa),38,Bueno,317
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,3647
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,4573
85,472,2,Cobro/Pago (Cta externa),38,Bueno,1242
85,472,2,Cobro/Pago (Cta externa),38,Bueno,3626
85,472,2,Cobro/Pago (Cta externa),38,Muy Bueno,1607
85,472,2,Cobro/Pago (Cta externa),39,Muy Bueno,61
85,472,2,Cobro/Pago (Cta externa),39,Bueno,5317
85,472,2,Cobro/Pago (Cta externa),39,Muy Bueno,6343
85,472,2,Cobro/Pago (Cta externa),39,Bueno,1046
85,472,2,Cobro/Pago (Cta externa),39,Bueno,5516
85,472,2,Cobro/Pago (Cta externa),39,Regular,570
85,472,2,Cobro/Pago (Cta externa),39,Regular,2335
85,472,2,Cobro/Pago (Cta externa),39,Regular,6426
85,472,2,Cobro/Pago (Cta externa),39,Bueno,943
85,472,2,Cobro/Pago (Cta externa),39,Muy Bueno,4726
85,472,2,Cobro/Pago (Cta externa),39,Muy Bueno,5013
85,472,2,Cobro/Pago (Cta externa),39,Muy Bueno,5229
85,472,2,Cobro/Pago (Cta externa),39,Muy Bueno,6895
85,472,2,Cobro/Pago (Cta externa),39,Regular,688
85,472,2,Cobro/Pago (Cta externa),40,Bueno,2434
85,472,2,Cobro/Pago (Cta externa),40,Bueno,209
85,472,2,Cobro/Pago (Cta externa),40,Regular,6670
85,472,2,Cobro/Pago (Cta externa),40,Bueno,3563
85,472,2,Cobro/Pago (Cta externa),40,Bueno,4483
85,472,2,Cobro/Pago (Cta externa),40,Regular,3486
85,472,2,Cobro/Pago (Cta externa),40,Bueno,2713
85,472,2,Cobro/Pago (Cta externa),40,Bueno,4369
85,472,2,Cobro/Pago (Cta externa),40,Bueno,5960
85,472,2,Cobro/Pago (Cta externa),40,Bueno,6068
85,472,2,Cobro/Pago (Cta externa),40,Regular,5616
85,472,2,Cobro/Pago (Cta externa),40,Bueno,6582
85,472,2,Cobro/Pago (Cta externa),40,Regular,5440
85,472,2,Cobro/Pago (Cta externa),40,Muy Bueno,753
85,472,2,Cobro/Pago (Cta externa),40,Muy Bueno,748
85,472,2,Cobro/Pago (Cta externa),40,Bueno,3343
85,472,2,Cobro/Pago (Cta externa),41,Bueno,5995
85,472,2,Cobro/Pago (Cta externa),41,Muy Bueno,5835
85,472,2,Cobro/Pago (Cta externa),41,Muy Bueno,501
85,472,2,Cobro/Pago (Cta externa),41,Regular,1836
85,472,2,Cobro/Pago (Cta externa),41,Regular,5702
85,472,2,Cobro/Pago (Cta externa),41,Regular,4244
85,472,2,Cobro/Pago (Cta externa),41,Muy Bueno,5550
85,472,2,Cobro/Pago (Cta externa),41,Regular,6473
85,472,2,Cobro/Pago (Cta externa),41,Muy Bueno,4057
85,472,2,Cobro/Pago (Cta externa),41,Muy Bueno,6897
85,472,2,Cobro/Pago (Cta externa),41,Muy Bueno,1761
85,472,2,Cobro/Pago (Cta externa),41,Regular,5961
85,472,2,Cobro/Pago (Cta externa),42,Muy Bueno,2433
85,472,2,Cobro/Pago (Cta externa),42,Muy Malo,2254
85,472,2,Cobro/Pago (Cta externa),42,Muy Malo,6129
85,472,2,Cobro/Pago (Cta externa),42,Muy Bueno,1568
85,472,2,Cobro/Pago (Cta externa),42,Muy Bueno,4210
85,472,2,Cobro/Pago (Cta externa),42,Muy Bueno,4477
85,472,2,Cobro/Pago (Cta externa),42,Muy Malo,2959
85,472,2,Cobro/Pago (Cta externa),42,Muy Bueno,4735
85,472,2,Cobro/Pago (Cta externa),42,Regular,231
85,472,2,Cobro/Pago (Cta externa),42,Regular,622
85,472,2,Cobro/Pago (Cta externa),42,Regular,364
85,472,2,Cobro/Pago (Cta externa),42,Bueno,893
85,472,2,Cobro/Pago (Cta externa),42,Muy Bueno,274
85,472,2,Cobro/Pago (Cta externa),42,Regular,815
85,472,2,Cobro/Pago (Cta externa),43,Malo,96
85,472,2,Cobro/Pago (Cta externa),43,Muy Bueno,199
85,472,2,Cobro/Pago (Cta externa),43,Muy Bueno,120
85,472,2,Cobro/Pago (Cta externa),44,Regular,797
85,472,2,Cobro/Pago (Cta externa),44,Bueno,937
85,472,2,Cobro/Pago (Cta externa),44,Regular,330
85,472,2,Cobro/Pago (Cta externa),44,Bueno,461
85,472,2,Cobro/Pago (Cta externa),44,Muy Malo,339
85,472,2,Cobro/Pago (Cta externa),44,Bueno,556
85,472,2,Cobro/Pago (Cta externa),44,Bueno,314
85,472,2,Cobro/Pago (Cta externa),44,Regular,785
85,472,2,Cobro/Pago (Cta externa),44,Bueno,394
85,472,2,Cobro/Pago (Cta externa),44,Muy Bueno,723
85,472,2,Cobro/Pago (Cta externa),44,Regular,825
85,472,2,Cobro/Pago (Cta externa),44,Muy Bueno,504
85,472,2,Cobro/Pago (Cta externa),44,Muy Bueno,428
85,472,2,Cobro/Pago (Cta externa),45,Muy Malo,318
85,472,2,Cobro/Pago (Cta externa),45,Malo,113
85,472,2,Cobro/Pago (Cta externa),45,Regular,875
85,472,2,Cobro/Pago (Cta externa),45,Bueno,27
85,472,2,Cobro/Pago (Cta externa),45,Malo,289
85,472,2,Cobro/Pago (Cta externa),45,Bueno,375
85,472,2,Cobro/Pago (Cta externa),45,Bueno,177
85,472,2,Cobro/Pago (Cta externa),46,Bueno,802
85,472,2,Cobro/Pago (Cta externa),46,Bueno,928
85,472,2,Cobro/Pago (Cta externa),46,Muy Bueno,803
85,472,2,Cobro/Pago (Cta externa),46,Muy Malo,380
85,472,2,Cobro/Pago (Cta externa),46,Regular,970
85,472,2,Cobro/Pago (Cta externa),46,Bueno,107
85,472,2,Cobro/Pago (Cta externa),46,Bueno,453
85,472,2,Cobro/Pago (Cta externa),46,Malo,468
85,472,2,Cobro/Pago (Cta externa),46,Regular,473
85,472,2,Cobro/Pago (Cta externa),46,Malo,68
85,472,2,Cobro/Pago (Cta externa),46,Malo,652
85,472,2,Cobro/Pago (Cta externa),46,Muy Bueno,805
85,472,2,Cobro/Pago (Cta externa),46,Malo,27
85,472,2,Cobro/Pago (Cta externa),47,Bueno,854
85,472,2,Cobro/Pago (Cta externa),47,Muy Bueno,322
85,472,2,Cobro/Pago (Cta externa),47,Regular,701
85,472,2,Cobro/Pago (Cta externa),47,Malo,161
85,472,2,Cobro/Pago (Cta externa),47,Muy Bueno,990
85,472,2,Cobro/Pago (Cta externa),47,Bueno,856
85,472,2,Cobro/Pago (Cta externa),47,Malo,330
85,472,2,Cobro/Pago (Cta externa),47,Muy Malo,40
85,472,2,Cobro/Pago (Cta externa),47,Bueno,751
85,472,2,Cobro/Pago (Cta externa),47,Muy Malo,256
85,472,2,Cobro/Pago (Cta externa),48,Bueno,246
85,472,2,Cobro/Pago (Cta externa),48,Malo,804
85,472,2,Cobro/Pago (Cta externa),48,Muy Bueno,56
85,472,2,Cobro/Pago (Cta externa),48,Muy Bueno,346
85,472,2,Cobro/Pago (Cta externa),48,Muy Bueno,885
85,472,2,Cobro/Pago (Cta externa),48,Bueno,824
85,472,2,Cobro/Pago (Cta externa),48,Muy Malo,373
85,472,2,Cobro/Pago (Cta externa),48,Malo,751
85,472,2,Cobro/Pago (Cta externa),48,Malo,825
85,472,2,Cobro/Pago (Cta externa),49,Regular,125
85,472,2,Cobro/Pago (Cta externa),49,Regular,990
85,472,2,Cobro/Pago (Cta externa),49,Malo,503
85,472,2,Cobro/Pago (Cta externa),49,Muy Bueno,62
85,472,2,Cobro/Pago (Cta externa),49,Regular,46
85,472,2,Cobro/Pago (Cta externa),49,Malo,841
85,472,2,Cobro/Pago (Cta externa),49,Muy Malo,417
85,472,2,Cobro/Pago (Cta externa),50,Bueno,171
85,472,2,Cobro/Pago (Cta externa),50,Muy Malo,527
85,472,2,Cobro/Pago (Cta externa),50,Bueno,154
85,472,2,Cobro/Pago (Cta externa),50,Bueno,649
85,472,2,Cobro/Pago (Cta externa),51,Muy Bueno,148
85,472,2,Cobro/Pago (Cta externa),51,Bueno,666
85,472,2,Cobro/Pago (Cta externa),51,Muy Malo,635
85,472,2,Cobro/Pago (Cta externa),51,Malo,172
85,472,2,Cobro/Pago (Cta externa),51,Regular,611
85,472,2,Cobro/Pago (Cta externa),51,Muy Bueno,123
85,472,2,Cobro/Pago (Cta externa),52,Bueno,904
85,472,2,Cobro/Pago (Cta externa),52,Muy Bueno,928
85,472,2,Cobro/Pago (Cta externa),52,Bueno,626
85,472,2,Cobro/Pago (Cta externa),52,Regular,916
85,472,2,Cobro/Pago (Cta externa),52,Regular,137
85,472,2,Cobro/Pago (Cta externa),52,Muy Malo,509
85,472,2,Cobro/Pago (Cta externa),52,Malo,482
85,472,2,Cobro/Pago (Cta externa),53,Bueno,801
85,472,2,Cobro/Pago (Cta externa),54,Muy Malo,93
85,472,2,Cobro/Pago (Cta externa),54,Regular,699
85,472,2,Cobro/Pago (Cta externa),54,Muy Bueno,564
85,472,2,Cobro/Pago (Cta externa),54,Regular,701
85,472,2,Cobro/Pago (Cta externa),54,Muy Bueno,135
85,472,2,Cobro/Pago (Cta externa),54,Malo,747
85,472,2,Cobro/Pago (Cta externa),54,Regular,218
85,472,2,Cobro/Pago (Cta externa),54,Muy Bueno,201
85,472,2,Cobro/Pago (Cta externa),54,Malo,125
85,472,2,Cobro/Pago (Cta externa),56,Regular,7000
85,472,2,Cobro/Pago (Cta externa),56,Muy Bueno,3750
85,472,2,Cobro/Pago (Cta externa),56,Bueno,6083
85,472,2,Cobro/Pago (Cta externa),57,Regular,5969
85,472,2,Cobro/Pago (Cta externa),57,Regular,941
85,472,2,Cobro/Pago (Cta externa),58,Malo,2985
85,472,2,Cobro/Pago (Cta externa),58,Muy Malo,3466
85,472,2,Cobro/Pago (Cta externa),58,Malo,3119
85,472,2,Cobro/Pago (Cta externa),59,Malo,2572
85,472,2,Cobro/Pago (Cta externa),59,Malo,4918
85,472,2,Cobro/Pago (Cta externa),59,Regular,4411
85,472,2,Cobro/Pago (Cta externa),59,Bueno,5774
85,472,2,Cobro/Pago (Cta externa),60,Regular,1160
85,472,2,Cobro/Pago (Cta externa),60,Regular,1261
85,472,2,Cobro/Pago (Cta externa),62,Malo,6089
85,472,2,Cobro/Pago (Cta externa),62,Regular,794
85,472,2,Cobro/Pago (Cta externa),62,Muy Bueno,1817
85,472,2,Cobro/Pago (Cta externa),62,Regular,1181
85,472,2,Cobro/Pago (Cta externa),62,Muy Bueno,3640
85,472,2,Cobro/Pago (Cta externa),63,Bueno,1115
85,472,2,Cobro/Pago (Cta externa),63,Muy Bueno,4254
85,472,2,Cobro/Pago (Cta externa),63,Malo,1675
85,472,2,Cobro/Pago (Cta externa),64,Muy Bueno,4563
85,472,2,Cobro/Pago (Cta externa),64,Malo,6445
85,472,2,Cobro/Pago (Cta externa),64,Malo,1961
85,472,2,Cobro/Pago (Cta externa),65,Bueno,1269
85,472,2,Cobro/Pago (Cta externa),66,Regular,3958
85,472,2,Cobro/Pago (Cta externa),66,Muy Malo,4950
85,472,2,Cobro/Pago (Cta externa),66,Muy Malo,5120
85,472,2,Cobro/Pago (Cta externa),66,Malo,313
85,472,2,Cobro/Pago (Cta externa),68,Malo,2546
85,472,2,Cobro/Pago (Cta externa),68,Regular,3428
85,472,2,Cobro/Pago (Cta externa),69,Muy Malo,6038
85,472,2,Cobro/Pago (Cta externa),72,Regular,1615
85,472,2,Cobro/Pago (Cta externa),72,Muy Malo,2408
85,472,2,Cobro/Pago (Cta externa),72,Malo,3465
85,472,2,Cobro/Pago (Cta externa),74,Bueno,1264
85,472,2,Cobro/Pago (Cta externa),74,Regular,2843
85,472,2,Cobro/Pago (Cta externa),76,Malo,645
85,472,2,Cobro/Pago (Cta externa),78,Malo,4587
85,472,2,Cobro/Pago (Cta externa),80,Muy Malo,5239
85,472,2,Cobro/Pago (Cta externa),84,Muy Malo,6294
85,472,2,Cobro/Pago (Cta externa),86,Regular,1065
85,472,2,Cobro/Pago (Cta externa),87,Bueno,6290
85,472,2,Cobro/Pago (Cta externa),94,Muy Bueno,5808
85,472,2,Cobro/Pago (Cta externa),98,Bueno,5134
85,472,2,Cobro/Pago (Cta externa),114,Muy Malo,4463
85,472,2,Cobro/Pago (Cta externa),215,Bueno,5673
85,472,3,Deposito,40,Muy Bueno,5472
85,472,3,Deposito,40,Muy Bueno,3348
85,472,3,Deposito,41,Muy Bueno,5683
85,472,3,Deposito,41,Muy Bueno,2691
85,472,3,Deposito,41,Muy Bueno,5108
85,472,3,Deposito,41,Muy Bueno,6568
85,472,3,Deposito,41,Muy Bueno,4779
85,472,3,Deposito,41,Regular,775
85,472,3,Deposito,41,Malo,4319
85,472,3,Deposito,42,Bueno,5329
85,472,3,Deposito,42,Muy Bueno,2382
85,472,3,Deposito,42,Muy Bueno,3237
85,472,3,Deposito,42,Muy Bueno,4934
85,472,3,Deposito,42,Bueno,445
85,472,3,Deposito,42,Muy Bueno,1097
85,472,3,Deposito,42,Muy Bueno,1666
85,472,3,Deposito,42,Regular,3245
85,472,3,Deposito,42,Muy Bueno,301
85,472,3,Deposito,42,Muy Bueno,3542
85,472,3,Deposito,42,Malo,410
85,472,3,Deposito,42,Regular,3143
85,472,3,Deposito,42,Muy Malo,235
85,472,3,Deposito,42,Muy Bueno,5934
85,472,3,Deposito,42,Bueno,6519
85,472,3,Deposito,42,Regular,260
85,472,3,Deposito,42,Regular,1112
85,472,3,Deposito,42,Regular,3188
85,472,3,Deposito,43,Muy Bueno,1172
85,472,3,Deposito,43,Malo,6939
85,472,3,Deposito,43,Muy Bueno,3270
85,472,3,Deposito,43,Regular,6987
85,472,3,Deposito,43,Bueno,5605
85,472,3,Deposito,43,Regular,5965
85,472,3,Deposito,43,Muy Malo,3961
85,472,3,Deposito,43,Muy Bueno,3346
85,472,3,Deposito,43,Regular,6556
85,472,3,Deposito,43,Regular,2522
85,472,3,Deposito,43,Regular,5022
85,472,3,Deposito,43,Regular,6038
85,472,3,Deposito,43,Regular,1971
85,472,3,Deposito,43,Muy Bueno,6228
85,472,3,Deposito,43,Muy Malo,4894
85,472,3,Deposito,43,Bueno,4207
85,472,3,Deposito,43,Regular,2116
85,472,3,Deposito,43,Muy Bueno,5599
85,472,3,Deposito,43,Muy Bueno,120
85,472,3,Deposito,43,Muy Bueno,2420
85,472,3,Deposito,43,Muy Malo,3674
85,472,3,Deposito,43,Malo,6712
85,472,3,Deposito,43,Bueno,3522
85,472,3,Deposito,43,Regular,2107
85,472,3,Deposito,43,Muy Malo,6864
85,472,3,Deposito,43,Muy Bueno,1953
85,472,3,Deposito,43,Regular,367
85,472,3,Deposito,43,Muy Bueno,675
85,472,3,Deposito,43,Muy Malo,2115
85,472,3,Deposito,43,Muy Bueno,6948
85,472,3,Deposito,43,Muy Bueno,6220
85,472,3,Deposito,43,Regular,3000
85,472,3,Deposito,43,Regular,2358
85,472,3,Deposito,43,Muy Bueno,5320
85,472,3,Deposito,43,Bueno,3982
85,472,3,Deposito,43,Bueno,2072
85,472,3,Deposito,43,Bueno,1276
85,472,3,Deposito,43,Muy Bueno,658
85,472,3,Deposito,44,Malo,3303
85,472,3,Deposito,44,Regular,1557
85,472,3,Deposito,44,Muy Bueno,1629
85,472,3,Deposito,44,Regular,1093
85,472,3,Deposito,44,Bueno,1111
85,472,3,Deposito,44,Bueno,1587
85,472,3,Deposito,44,Muy Bueno,5034
85,472,3,Deposito,44,Muy Bueno,3032
85,472,3,Deposito,44,Malo,5558
85,472,3,Deposito,44,Muy Bueno,3009
85,472,3,Deposito,44,Muy Bueno,6459
85,472,3,Deposito,44,Malo,1868
85,472,3,Deposito,44,Muy Bueno,4365
85,472,3,Deposito,44,Regular,5234
85,472,3,Deposito,44,Bueno,5274
85,472,3,Deposito,44,Muy Bueno,183
85,472,3,Deposito,44,Regular,90
85,472,3,Deposito,44,Muy Bueno,4108
85,472,3,Deposito,44,Regular,1194
85,472,3,Deposito,44,Regular,2122
85,472,3,Deposito,44,Regular,1973
85,472,3,Deposito,44,Bueno,4815
85,472,3,Deposito,44,Muy Malo,4712
85,472,3,Deposito,44,Regular,5098
85,472,3,Deposito,44,Muy Bueno,3991
85,472,3,Deposito,44,Bueno,4599
85,472,3,Deposito,44,Muy Malo,3563
85,472,3,Deposito,44,Muy Bueno,6356
85,472,3,Deposito,44,Muy Bueno,6225
85,472,3,Deposito,44,Bueno,5865
85,472,3,Deposito,44,Regular,1751
85,472,3,Deposito,44,Bueno,99
85,472,3,Deposito,44,Muy Bueno,4111
85,472,3,Deposito,44,Malo,4408
85,472,3,Deposito,44,Bueno,6052
85,472,3,Deposito,44,Muy Malo,4630
85,472,3,Deposito,44,Bueno,6936
85,472,3,Deposito,44,Muy Malo,2989
85,472,3,Deposito,44,Malo,5702
85,472,3,Deposito,44,Bueno,6277
85,472,3,Deposito,44,Muy Malo,2533
85,472,3,Deposito,44,Bueno,6321
85,472,3,Deposito,44,Regular,1104
85,472,3,Deposito,44,Muy Bueno,1112
85,472,3,Deposito,44,Bueno,6268
85,472,3,Deposito,44,Regular,5831
85,472,3,Deposito,44,Regular,4214
85,472,3,Deposito,44,Bueno,3088
85,472,3,Deposito,44,Regular,6445
85,472,3,Deposito,44,Regular,477
85,472,3,Deposito,44,Muy Malo,5482
85,472,3,Deposito,44,Muy Bueno,5633
85,472,3,Deposito,44,Muy Bueno,3544
85,472,3,Deposito,44,Malo,1448
85,472,3,Deposito,44,Bueno,832
85,472,3,Deposito,44,Bueno,3077
85,472,3,Deposito,44,Muy Malo,6951
85,472,3,Deposito,44,Muy Bueno,4943
85,472,3,Deposito,45,Bueno,63
85,472,3,Deposito,45,Bueno,4350
85,472,3,Deposito,45,Bueno,1867
85,472,3,Deposito,45,Bueno,4912
85,472,3,Deposito,45,Bueno,2367
85,472,3,Deposito,45,Bueno,1446
85,472,3,Deposito,45,Bueno,1818
85,472,3,Deposito,45,Bueno,1831
85,472,3,Deposito,45,Muy Bueno,3667
85,472,3,Deposito,45,Muy Bueno,4688
85,472,3,Deposito,45,Bueno,2154
85,472,3,Deposito,45,Bueno,5638
85,472,3,Deposito,45,Muy Bueno,6481
85,472,3,Deposito,45,Bueno,1053
85,472,3,Deposito,45,Bueno,2865
85,472,3,Deposito,45,Muy Bueno,3536
85,472,3,Deposito,45,Muy Malo,6658
85,472,3,Deposito,45,Malo,4465
85,472,3,Deposito,45,Malo,6365
85,472,3,Deposito,45,Muy Bueno,1549
85,472,3,Deposito,45,Muy Bueno,2790
85,472,3,Deposito,45,Malo,5620
85,472,3,Deposito,45,Malo,5828
85,472,3,Deposito,45,Bueno,930
85,472,3,Deposito,45,Malo,4273
85,472,3,Deposito,45,Muy Bueno,5683
85,472,3,Deposito,45,Muy Bueno,3929
85,472,3,Deposito,45,Regular,3572
85,472,3,Deposito,45,Regular,5819
85,472,3,Deposito,45,Muy Bueno,1103
85,472,3,Deposito,45,Malo,982
85,472,3,Deposito,45,Bueno,5973
85,472,3,Deposito,45,Malo,5516
85,472,3,Deposito,45,Muy Bueno,2803
85,472,3,Deposito,45,Muy Malo,5791
85,472,3,Deposito,45,Muy Bueno,745
85,472,3,Deposito,45,Muy Bueno,4276
85,472,3,Deposito,45,Regular,2212
85,472,3,Deposito,45,Malo,3194
85,472,3,Deposito,45,Malo,3283
85,472,3,Deposito,45,Regular,5625
85,472,3,Deposito,45,Bueno,2383
85,472,3,Deposito,45,Bueno,1146
85,472,3,Deposito,45,Muy Bueno,5148
85,472,3,Deposito,45,Malo,6274
85,472,3,Deposito,45,Muy Bueno,3651
85,472,3,Deposito,45,Regular,1182
85,472,3,Deposito,45,Muy Malo,5940
85,472,3,Deposito,45,Regular,1974
85,472,3,Deposito,45,Malo,4031
85,472,3,Deposito,45,Bueno,6634
85,472,3,Deposito,45,Muy Bueno,2612
85,472,3,Deposito,45,Muy Bueno,1884
85,472,3,Deposito,45,Malo,1012
85,472,3,Deposito,45,Muy Bueno,6514
85,472,3,Deposito,45,Malo,6227
85,472,3,Deposito,45,Muy Bueno,5772
85,472,3,Deposito,45,Muy Bueno,2560
85,472,3,Deposito,45,Muy Bueno,6893
85,472,3,Deposito,45,Muy Bueno,3653
85,472,3,Deposito,45,Muy Bueno,1393
85,472,3,Deposito,45,Bueno,41
85,472,3,Deposito,45,Muy Bueno,3923
85,472,3,Deposito,45,Bueno,6699
85,472,3,Deposito,45,Bueno,5356
85,472,3,Deposito,45,Malo,377
85,472,3,Deposito,45,Bueno,6348
85,472,3,Deposito,45,Malo,783
85,472,3,Deposito,45,Bueno,4814
85,472,3,Deposito,45,Bueno,5944
85,472,3,Deposito,45,Muy Malo,2605
85,472,3,Deposito,45,Bueno,6273
85,472,3,Deposito,45,Muy Bueno,4591
85,472,3,Deposito,45,Regular,4882
85,472,3,Deposito,45,Bueno,2283
85,472,3,Deposito,45,Muy Bueno,2854
85,472,3,Deposito,45,Muy Bueno,1965
85,472,3,Deposito,45,Regular,4634
85,472,3,Deposito,45,Bueno,2467
85,472,3,Deposito,45,Bueno,496
85,472,3,Deposito,46,Muy Bueno,3573
85,472,3,Deposito,46,Regular,5591
85,472,3,Deposito,46,Bueno,583
85,472,3,Deposito,46,Muy Bueno,1082
85,472,3,Deposito,46,Bueno,1941
85,472,3,Deposito,46,Regular,5805
85,472,3,Deposito,46,Muy Bueno,2193
85,472,3,Deposito,46,Muy Bueno,6528
85,472,3,Deposito,46,Bueno,3985
85,472,3,Deposito,46,Muy Bueno,776
85,472,3,Deposito,46,Muy Malo,2176
85,472,3,Deposito,46,Muy Malo,1254
85,472,3,Deposito,46,Muy Bueno,4732
85,472,3,Deposito,46,Bueno,3411
85,472,3,Deposito,46,Muy Bueno,2063
85,472,3,Deposito,46,Bueno,4493
85,472,3,Deposito,46,Bueno,2491
85,472,3,Deposito,46,Muy Bueno,78
85,472,3,Deposito,46,Muy Bueno,197
85,472,3,Deposito,46,Bueno,4869
85,472,3,Deposito,46,Muy Bueno,5803
85,472,3,Deposito,46,Muy Bueno,4827
85,472,3,Deposito,46,Bueno,2854
85,472,3,Deposito,46,Bueno,3454
85,472,3,Deposito,46,Muy Malo,365
85,472,3,Deposito,46,Bueno,5386
85,472,3,Deposito,46,Muy Malo,6204
85,472,3,Deposito,46,Muy Bueno,4262
85,472,3,Deposito,46,Muy Bueno,182
85,472,3,Deposito,46,Muy Bueno,4865
85,472,3,Deposito,46,Bueno,1434
85,472,3,Deposito,46,Muy Bueno,1281
85,472,3,Deposito,46,Muy Bueno,2219
85,472,3,Deposito,46,Regular,5409
85,472,3,Deposito,46,Malo,3730
85,472,3,Deposito,46,Muy Bueno,775
85,472,3,Deposito,46,Bueno,211
85,472,3,Deposito,46,Muy Bueno,580
85,472,3,Deposito,46,Malo,2617
85,472,3,Deposito,46,Bueno,1771
85,472,3,Deposito,46,Malo,1712
85,472,3,Deposito,46,Malo,806
85,472,3,Deposito,46,Bueno,1938
85,472,3,Deposito,46,Bueno,183
85,472,3,Deposito,46,Bueno,1284
85,472,3,Deposito,46,Bueno,493
85,472,3,Deposito,46,Bueno,1497
85,472,3,Deposito,46,Muy Malo,2041
85,472,3,Deposito,46,Bueno,3453
85,472,3,Deposito,46,Muy Malo,2060
85,472,3,Deposito,46,Malo,895
85,472,3,Deposito,46,Muy Bueno,526
85,472,3,Deposito,46,Bueno,2047
85,472,3,Deposito,46,Regular,48
85,472,3,Deposito,46,Bueno,3341
85,472,3,Deposito,46,Bueno,1331
85,472,3,Deposito,46,Muy Bueno,963
85,472,3,Deposito,46,Muy Bueno,1673
85,472,3,Deposito,46,Malo,797
85,472,3,Deposito,46,Regular,426
85,472,3,Deposito,46,Bueno,861
85,472,3,Deposito,46,Muy Malo,919
85,472,3,Deposito,46,Bueno,1993
85,472,3,Deposito,46,Bueno,493
85,472,3,Deposito,46,Muy Malo,2672
85,472,3,Deposito,46,Muy Malo,2647
85,472,3,Deposito,46,Malo,662
85,472,3,Deposito,46,Bueno,1608
85,472,3,Deposito,46,Muy Bueno,2113
85,472,3,Deposito,46,Bueno,2390
85,472,3,Deposito,46,Bueno,216
